93232,32.4,0,100
93232,32.4,0,2000
93233,32.4,0,500
93234,32.4,0,500
93234,32.4,0,300
93236,32.38,1,500
93236,32.4,0,2000
93236,32.37,1,100
93237,32.4,0,500
93237,32.4,0,200
93238,32.37,1,100
93238,32.36,1,400
93238,32.36,1,200
93238,32.36,1,100
93239,32.4,0,500
93239,32.4,0,300
93239,32.4,0,500
93239,32.4,0,100
93240,32.4,0,200
93240,32.4,0,100
93240,32.39,1,200
93241,32.36,1,200
93241,32.4,0,500
93241,32.4,0,600
93241,32.4,0,400
93241,32.4,0,600
93241,32.4,0,100
93241,32.4,0,1400
93241,32.4,0,100
93241,32.4,0,200
93241,32.4,0,1100
93242,32.4,0,300
93242,32.4,1,200
93242,32.36,1,600
93242,32.36,1,1000
93242,32.36,1,1000
93242,32.36,1,600
93242,32.36,1,300
93242,32.4,0,300
93242,32.36,1,100
93243,32.39,0,200
93243,32.4,0,100
93243,32.36,1,600
93243,32.36,1,500
93243,32.36,1,900
93243,32.36,1,1000
93243,32.36,1,500
93244,32.36,1,500
93244,32.36,1,300
93244,32.36,0,100
93244,32.39,0,900
93245,32.39,0,600
93245,32.39,0,300
93246,32.39,0,200
93246,32.4,0,100
93246,32.36,1,100
93246,32.4,0,200
93247,32.4,0,500
93247,32.4,0,1000
93248,32.4,0,300
93248,32.4,0,500
93248,32.4,0,2500
93248,32.38,1,400
93249,32.38,1,100
93249,32.38,1,300
93249,32.36,1,1300
93249,32.36,0,100
93250,32.36,0,500
93250,32.36,0,100
93250,32.35,1,2500
93250,32.35,1,1000
93250,32.35,1,2000
93250,32.35,1,200
93250,32.35,1,1000
93251,32.36,0,200
93251,32.36,0,100
93251,32.36,0,1300
93251,32.36,0,1400
93252,32.36,0,500
93252,32.37,0,400
93252,32.37,0,200
93253,32.37,0,1000
93253,32.35,1,200
93253,32.37,0,200
93254,32.37,0,400
93254,32.37,0,500
93254,32.37,0,500
93254,32.37,0,100
93255,32.37,0,100
93255,32.37,0,1000
93255,32.37,0,1200
93256,32.36,1,500
93256,32.37,0,100
93256,32.37,0,200
93256,32.37,0,300
93256,32.37,0,3800
93256,32.39,0,500
93256,32.4,0,700
93257,32.4,0,300
93257,32.4,0,100
93257,32.4,0,200
93257,32.38,1,400
93257,32.37,0,100
93257,32.4,0,100
93257,32.4,0,1000
93257,32.37,0,200
93258,32.4,0,300
93258,32.4,0,100
93258,32.4,0,500
93259,32.38,1,600
93259,32.4,0,300
93300,32.4,0,500
93300,32.38,1,200
93301,32.37,0,100
93302,32.4,0,500
93302,32.39,1,100
93302,32.4,0,400
93302,32.4,0,5000
93303,32.4,0,300
93303,32.4,0,800
93304,32.4,0,200
93306,32.38,0,100
93306,32.38,0,3000
93306,32.4,0,900
93306,32.4,0,2300
93306,32.4,0,1500
93306,32.4,0,100
93306,32.41,0,300
93307,32.4,1,400
93307,32.4,1,100
93308,32.4,1,100
93310,32.4,1,200
93311,32.41,0,400
93312,32.4,1,300
93312,32.4,1,1800
93312,32.4,1,100
93312,32.4,1,500
93312,32.4,1,300
93314,32.4,1,100
93316,32.4,1,300
93317,32.4,1,100
93317,32.4,1,300
93317,32.4,1,700
93318,32.41,0,1300
93319,32.4,1,100
93320,32.4,1,500
93320,32.41,0,300
93321,32.41,1,200
93321,32.41,1,500
93321,32.41,1,600
93321,32.4,1,700
93321,32.4,1,200
93321,32.42,0,100
93322,32.4,1,500
93322,32.4,1,800
93322,32.4,1,200
93322,32.4,0,500
93322,32.4,0,100
93323,32.4,0,200
93323,32.4,0,100
93323,32.4,0,200
93323,32.4,0,1000
93324,32.4,0,100
93324,32.4,0,1000
93324,32.4,0,100
93324,32.4,0,300
93324,32.4,0,300
93325,32.4,0,500
93325,32.4,0,100
93325,32.4,0,400
93325,32.4,0,1000
93326,32.4,0,200
93326,32.4,0,100
93327,32.4,0,400
93327,32.4,0,100
93327,32.4,0,600
93327,32.4,0,600
93327,32.4,0,200
93327,32.4,0,100
93327,32.4,0,500
93327,32.4,0,2500
93327,32.4,0,1700
93327,32.4,0,1000
93327,32.4,0,200
93327,32.41,1,400
93328,32.42,0,300
93329,32.41,1,1800
93329,32.41,1,500
93329,32.41,1,300
93329,32.41,1,1000
93329,32.41,0,1400
93329,32.41,1,500
93333,32.42,0,500
93334,32.41,1,100
93334,32.41,1,200
93335,32.41,1,500
93335,32.42,0,100
93336,32.41,1,300
93336,32.41,1,500
93336,32.42,0,500
93336,32.41,1,200
93337,32.41,1,300
93337,32.41,1,200
93337,32.41,1,100
93337,32.41,1,100
93339,32.42,0,5000
93339,32.42,0,2300
93340,32.41,1,100
93340,32.41,1,600
93340,32.42,0,1900
93340,32.42,0,200
93340,32.42,0,500
93341,32.42,1,2300
93341,32.42,1,100
93341,32.42,1,1200
93341,32.42,1,1000
93342,32.45,0,100
93342,32.48,0,100
93342,32.43,1,100
93343,32.43,1,200
93343,32.43,1,200
93343,32.41,1,400
93343,32.41,1,200
93343,32.41,1,100
93343,32.41,1,100
93343,32.41,1,200
93343,32.41,1,800
93344,32.45,1,100
93347,32.45,1,200
93347,32.45,1,100
93347,32.43,1,800
93347,32.42,1,200
93347,32.42,1,500
93347,32.42,1,1000
93347,32.42,1,5000
93347,32.42,1,1000
93347,32.42,1,500
93347,32.41,1,200
93347,32.41,1,500
93349,32.42,1,1000
93349,32.42,1,200
93349,32.42,1,500
93349,32.42,1,500
93349,32.42,1,500
93349,32.42,1,1000
93349,32.42,1,200
93349,32.42,1,300
93349,32.41,1,100
93349,32.41,1,1000
93349,32.41,1,200
93349,32.41,1,3200
93349,32.41,1,1000
93349,32.41,1,200
93349,32.41,1,100
93349,32.41,1,500
93349,32.41,1,200
93349,32.41,1,1000
93349,32.41,1,100
93350,32.4,1,100
93350,32.4,1,300
93350,32.41,0,500
93351,32.41,0,200
93352,32.4,1,200
93352,32.4,1,300
93352,32.41,0,300
93352,32.41,0,400
93352,32.41,0,200
93352,32.41,0,100
93352,32.41,0,100
93352,32.41,0,2000
93352,32.41,0,200
93352,32.41,0,500
93352,32.41,0,1000
93352,32.41,0,2000
93353,32.41,0,3000
93353,32.41,0,3800
93353,32.41,0,500
93353,32.41,0,200
93354,32.41,0,500
93354,32.41,0,400
93354,32.41,0,300
93354,32.41,0,200
93354,32.41,0,200
93354,32.41,0,100
93355,32.41,0,300
93356,32.41,0,500
93357,32.41,0,500
93357,32.41,0,200
93358,32.41,0,100
93358,32.41,0,100
93358,32.41,0,1000
93358,32.41,0,1000
93358,32.41,0,300
93358,32.41,0,100
93358,32.41,0,3000
93358,32.41,0,800
93359,32.41,0,500
93359,32.4,1,400
93359,32.4,1,100
93359,32.4,1,100
93359,32.4,1,100
93359,32.4,1,500
93359,32.4,1,1000
93359,32.4,1,100
93359,32.4,1,500
93359,32.4,1,300
93359,32.4,1,500
93359,32.4,1,600
93359,32.4,1,200
93359,32.4,1,2000
93359,32.4,1,100
93359,32.4,1,500
93359,32.4,1,100
93359,32.4,1,400
93359,32.4,1,500
93359,32.4,1,700
93359,32.4,1,100
93359,32.4,1,100
93359,32.4,1,100
93400,32.4,0,6800
93400,32.4,0,2800
93400,32.4,0,500
93400,32.4,0,100
93400,32.4,0,700
93400,32.4,0,200
93400,32.39,1,300
93400,32.39,1,200
93401,32.4,0,500
93401,32.4,0,500
93401,32.4,0,300
93401,32.4,0,1000
93401,32.4,0,200
93401,32.4,0,2000
93402,32.4,0,500
93402,32.39,1,100
93403,32.4,0,200
93403,32.4,0,200
93403,32.4,0,200
93403,32.4,0,100
93403,32.41,0,900
93403,32.41,0,100
93404,32.41,0,200
93404,32.41,0,300
93404,32.41,0,300
93404,32.41,0,200
93404,32.41,0,1000
93405,32.41,0,200
93405,32.41,0,1500
93405,32.41,0,100
93405,32.41,0,600
93405,32.41,0,100
93405,32.41,0,200
93406,32.41,0,2000
93406,32.41,0,3200
93406,32.41,0,400
93406,32.48,0,300
93409,32.48,1,700
93409,32.48,1,200
93409,32.43,1,200
93409,32.42,1,1000
93409,32.42,1,400
93409,32.41,1,400
93410,32.41,1,700
93411,32.48,1,1000
93411,32.41,1,300
93411,32.41,1,100
93411,32.41,1,2000
93411,32.41,1,300
93411,32.41,1,500
93412,32.41,1,300
93412,32.46,1,1000
93412,32.41,1,700
93412,32.41,1,200
93413,32.41,1,100
93414,32.41,1,200
93416,32.41,1,2000
93416,32.41,1,700
93416,32.48,0,200
93417,32.41,1,300
93417,32.41,1,200
93417,32.41,1,100
93417,32.48,0,500
93417,32.49,0,300
93419,32.49,0,800
93419,32.5,0,200
93424,32.49,1,100
93424,32.49,1,500
93425,32.45,1,200
93425,32.48,0,200
93426,32.48,0,100
93427,32.45,1,300
93427,32.43,1,200
93428,32.43,1,300
93428,32.42,1,1000
93428,32.42,1,200
93428,32.42,1,1000
93428,32.42,1,1200
93428,32.42,1,100
93428,32.42,1,400
93428,32.42,1,1500
93428,32.41,1,200
93428,32.41,1,1000
93428,32.41,1,300
93428,32.41,1,400
93428,32.41,1,100
93428,32.41,1,200
93428,32.41,1,1000
93428,32.41,1,200
93428,32.41,1,200
93428,32.41,1,10900
93428,32.41,1,1000
93428,32.41,1,1000
93428,32.41,1,100
93428,32.41,1,300
93428,32.41,1,200
93428,32.41,1,1000
93428,32.41,1,100
93428,32.41,1,200
93428,32.41,1,100
93428,32.41,1,200
93428,32.41,1,3800
93428,32.41,1,600
93428,32.41,1,500
93428,32.41,1,700
93428,32.41,1,700
93428,32.41,1,100
93428,32.4,1,100
93428,32.4,1,300
93428,32.4,1,600
93428,32.4,1,100
93428,32.4,1,100
93428,32.48,0,3000
93428,32.48,0,100
93428,32.48,0,2900
93428,32.5,0,300
93430,32.5,0,900
93430,32.5,0,100
93430,32.5,0,100
93432,32.5,1,100
93433,32.5,1,1800
93433,32.5,1,200
93433,32.49,1,900
93433,32.49,1,200
93433,32.49,1,100
93433,32.48,1,800
93435,32.56,0,200
93436,32.5,1,500
93436,32.49,1,500
93436,32.56,0,800
93436,32.59,0,800
93439,32.51,1,100
93441,32.56,1,100
93441,32.55,1,500
93441,32.51,1,400
93441,32.5,1,300
93441,32.5,1,500
93442,32.59,0,300
93443,32.58,0,100
93444,32.58,0,500
93446,32.58,0,800
93446,32.59,0,200
93446,32.56,1,200
93446,32.56,1,100
93446,32.56,1,500
93447,32.56,0,3200
93447,32.56,0,100
93448,32.56,0,300
93448,32.56,0,500
93448,32.56,0,100
93449,32.55,1,300
93449,32.52,1,100
93449,32.56,0,600
93449,32.52,1,400
93449,32.51,1,100
93449,32.56,0,2700
93449,32.59,0,200
93449,32.59,0,100
93450,32.59,0,400
93450,32.6,0,1600
93451,32.58,1,1000
93452,32.59,1,400
93452,32.51,1,1900
93452,32.51,1,2500
93452,32.51,1,1000
93452,32.5,1,200
93452,32.5,1,1100
93452,32.5,1,100
93452,32.5,1,2000
93452,32.5,1,300
93452,32.5,1,5000
93452,32.5,1,500
93452,32.5,1,1000
93452,32.5,1,100
93452,32.5,1,100
93452,32.5,1,2000
93452,32.49,1,1500
93452,32.49,1,400
93452,32.49,1,100
93453,32.49,0,500
93453,32.49,0,100
93453,32.49,0,1000
93453,32.49,0,1000
93453,32.49,0,100
93453,32.49,0,200
93454,32.49,0,100
93454,32.49,0,100
93454,32.49,0,200
93455,32.49,0,200
93455,32.49,0,200
93455,32.49,0,300
93455,32.49,0,200
93455,32.49,0,100
93456,32.49,0,500
93457,32.49,0,200
93457,32.49,0,500
93458,32.49,0,100
93458,32.49,0,100
93458,32.49,0,1000
93459,32.49,0,100
93459,32.49,0,500
93459,32.49,0,100
93500,32.49,0,500
93500,32.49,0,200
93501,32.49,0,500
93501,32.49,0,200
93501,32.49,0,1400
93501,32.56,0,3600
93502,32.55,0,200
93503,32.55,0,2100
93503,32.56,0,400
93503,32.59,0,1000
93503,32.59,0,700
93503,32.6,0,8400
93503,32.6,0,500
93503,32.7,0,100
93503,32.74,0,11000
93503,32.74,0,100
93503,32.74,0,1000
93507,32.74,1,300
93507,32.74,1,4400
93507,32.65,1,200
93507,32.6,1,400
93507,32.6,1,200
93507,32.59,1,500
93507,32.58,1,200
93507,32.56,1,300
93507,32.52,1,1000
93507,32.49,1,300
93507,32.49,1,2900
93508,32.5,1,500
93508,32.49,1,400
93508,32.55,1,100
93508,32.49,1,200
93511,32.49,1,200
93512,32.56,0,100
93513,32.55,0,200
93513,32.56,0,300
93514,32.56,0,300
93514,32.56,0,1000
93515,32.56,0,3300
93515,32.69,0,300
93516,32.74,0,200
93516,32.8,0,200
93516,32.8,0,100
93518,32.7,1,500
93518,32.7,1,5900
93518,32.5,1,1900
93519,32.5,1,300
93519,32.5,1,100
93519,32.5,1,300
93521,32.8,0,100
93521,32.8,0,200
93523,32.8,1,700
93526,32.69,1,500
93526,32.6,1,100
93526,32.59,1,1000
93526,32.59,1,500
93526,32.59,1,2000
93526,32.57,1,700
93526,32.56,1,1000
93526,32.52,1,600
93526,32.51,1,600
93526,32.5,1,400
93526,32.5,1,1000
93526,32.5,1,500
93526,32.5,1,1300
93526,32.5,1,500
93526,32.5,1,500
93526,32.5,1,100
93526,32.5,1,200
93526,32.5,1,1200
93526,32.5,1,200
93526,32.5,1,100
93526,32.49,1,300
93526,32.49,1,300
93526,32.49,1,100
93526,32.49,1,500
93526,32.49,1,300
93526,32.49,1,500
93526,32.49,1,500
93526,32.49,1,100
93526,32.49,1,100
93526,32.49,1,200
93526,32.49,1,600
93526,32.49,1,200
93526,32.49,1,2000
93526,32.49,1,3000
93526,32.49,1,600
93526,32.49,1,400
93526,32.49,1,300
93526,32.49,1,300
93526,32.49,1,300
93526,32.49,1,300
93526,32.49,1,500
93526,32.49,1,300
93526,32.49,1,1600
93526,32.49,1,500
93526,32.49,1,1000
93526,32.49,1,500
93526,32.49,1,1000
93526,32.49,1,1000
93526,32.49,1,300
93526,32.49,1,100
93526,32.49,1,500
93526,32.48,1,8800
93527,32.56,1,100
93530,32.8,0,400
93530,32.8,0,600
93531,32.84,0,300
93531,32.8,1,1000
93533,32.79,0,100
93533,32.7,1,300
93533,32.57,1,500
93534,32.57,1,600
93534,32.79,0,500
93536,32.79,0,300
93536,32.79,0,100
93536,32.79,0,900
93536,32.79,0,200
93537,32.79,0,100
93537,32.69,1,100
93537,32.6,1,300
93537,32.59,1,600
93537,32.57,1,400
93537,32.56,1,300
93538,32.7,0,100
93540,32.7,0,500
93541,32.7,0,1300
93541,32.7,0,1000
93543,32.7,0,1100
93543,32.78,0,400
93543,32.78,0,100
93543,32.78,0,500
93543,32.79,0,800
93543,32.79,0,8700
93544,32.79,0,200
93546,32.7,0,500
93546,32.7,0,200
93546,32.7,0,300
93547,32.79,0,100
93548,32.79,0,500
93550,32.79,0,200
93550,32.79,0,100
93550,32.7,1,200
93550,32.7,1,100
93551,32.7,1,100
93551,32.7,1,200
93551,32.69,1,200
93551,32.65,1,300
93552,32.7,0,500
93553,32.69,0,100
93554,32.7,0,200
93554,32.7,0,500
93554,32.7,0,800
93554,32.7,0,1000
93554,32.78,0,300
93554,32.79,0,1300
93556,32.76,0,2000
93556,32.78,0,100
93556,32.79,0,300
93556,32.79,0,500
93556,32.79,0,100
93556,32.79,0,1000
93556,32.79,1,500
93557,32.8,0,1000
93557,32.79,1,200
93558,32.8,0,500
93558,32.8,0,200
93558,32.8,0,100
93558,32.8,0,200
93559,32.79,1,700
93600,32.79,1,2000
93601,32.79,1,500
93601,32.79,1,1000
93602,32.79,1,500
93603,32.79,1,800
93604,32.79,1,300
93604,32.79,1,3000
93604,32.8,0,800
93604,32.82,0,1500
93605,32.82,1,1900
93605,32.84,0,100
93608,32.82,1,400
93608,32.82,1,400
93608,32.8,1,1100
93608,32.8,1,300
93609,32.8,1,8600
93609,32.79,1,2400
93609,32.79,1,500
93610,32.83,1,3000
93610,32.8,1,300
93614,32.84,0,100
93614,32.84,0,200
93615,32.8,1,200
93615,32.8,1,2600
93615,32.8,1,500
93616,32.8,0,100
93616,32.79,1,9800
93616,32.8,0,600
93616,32.79,1,1000
93617,32.79,1,200
93617,32.8,0,200
93618,32.79,1,1000
93619,32.8,0,1800
93619,32.8,0,200
93619,32.79,1,100
93619,32.79,1,1500
93619,32.79,1,800
93619,32.79,1,700
93620,32.8,0,100
93620,32.8,0,400
93620,32.79,1,300
93620,32.8,0,1000
93621,32.8,0,200
93621,32.8,0,3400
93621,32.84,0,100
93622,32.84,1,100
93623,32.84,1,2900
93623,32.8,1,300
93623,32.79,1,200
