93001,32.22,1,1000
93001,32.21,1,100
93002,32.45,0,200
93002,32.21,1,900
93002,32.16,1,100
93002,32.22,1,200
93002,32.17,1,200
93002,32.16,1,22300
93002,32.45,0,100
93002,32.2,1,300
93002,32.16,1,700
93002,32.45,0,500
93002,32.16,1,400
93002,32.16,1,300
93002,32.22,1,100
93002,32.45,0,300
93002,32.18,1,300
93002,32.18,1,200
93002,32.17,1,800
93002,32.45,0,500
93002,32.45,0,300
93002,32.45,1,300
93002,32.45,1,2000
93002,32.45,1,500
93002,32.45,1,1000
93003,32.45,1,100
93003,32.45,1,100
93003,32.45,1,200
93003,32.45,1,200
93003,32.45,1,300
93003,32.45,1,100
93004,32.48,1,300
93004,32.45,1,200
93004,32.45,1,200
93004,32.45,1,100
93004,32.45,1,100
93004,32.45,1,100
93004,32.45,1,100
93004,32.45,1,5000
93004,32.45,1,200
93004,32.45,1,100
93004,32.45,1,600
93004,32.38,1,500
93004,32.3,1,100
93004,32.25,1,200
93004,32.25,1,200
93004,32.22,1,500
93004,32.45,1,100
93004,32.22,1,1500
93004,32.45,1,100
93004,32.45,1,300
93004,32.45,1,700
93004,32.45,1,900
93004,32.45,1,500
93004,32.45,1,1000
93004,32.45,1,1000
93005,32.49,0,1300
93005,32.5,0,100
93005,32.5,0,100
93005,32.45,1,100
93005,32.4,1,100
93005,32.4,1,100
93005,32.38,1,100
93005,32.38,1,200
93005,32.38,1,100
93005,32.38,1,100
93005,32.45,1,500
93005,32.45,1,500
93005,32.25,1,300
93005,32.22,1,200
93005,32.22,1,300
93005,32.22,1,200
93005,32.48,1,200
93005,32.22,1,7300
93005,32.21,1,1000
93005,32.21,1,300
93005,32.2,1,100
93005,32.2,1,200
93005,32.2,1,300
93005,32.2,1,1000
93005,32.2,1,500
93005,32.2,1,100
93005,32.2,1,1000
93005,32.2,1,1000
93005,32.2,1,500
93005,32.19,1,500
93005,32.19,1,500
93005,32.18,1,850
93005,32.18,1,300
93005,32.23,1,200
93006,32.45,1,500
93006,32.45,1,100
93006,32.45,1,200
93006,32.25,1,200
93006,32.45,1,100
93006,32.25,1,100
93006,32.2,1,500
93006,32.18,1,1100
93006,32.5,0,400
93006,32.5,0,300
93006,32.5,0,3300
93006,32.2,1,500
93006,32.18,1,1000
93006,32.18,1,100
93006,32.45,1,500
93006,32.5,0,300
93006,32.45,1,100
93006,32.45,1,300
93006,32.45,1,100
93006,32.45,1,100
93006,32.45,1,1000
93006,32.45,1,300
93006,32.25,1,900
93006,32.25,1,1100
93006,32.19,1,100
93006,32.18,1,800
93006,32.45,1,200
93006,32.45,1,500
93006,32.18,1,300
93007,32.44,0,500
93007,32.44,0,400
93007,32.44,0,1000
93007,32.44,0,100
93007,32.18,1,100
93007,32.18,1,500
93007,32.35,1,400
93007,32.18,1,1100
93007,32.43,0,200
93007,32.43,0,500
93007,32.43,0,400
93008,32.25,1,200
93008,32.4,0,100
93008,32.4,0,200
93008,32.4,0,300
93009,32.4,0,600
93009,32.2,1,600
93009,32.4,0,100
93009,32.2,1,400
93009,32.18,1,700
93009,32.18,1,1000
93009,32.4,0,300
93010,32.18,1,200
93011,32.18,1,1950
93011,32.18,1,150
93012,32.18,1,150
93012,32.18,1,100
93012,32.18,1,50
93015,32.2,1,300
93016,32.4,0,600
93017,32.2,1,700
93021,32.2,1,200
93024,32.24,1,500
93024,32.2,1,1600
93026,32.4,0,400
93027,32.4,0,400
93027,32.4,0,100
93027,32.42,0,200
93028,32.42,0,500
93029,32.42,0,300
93031,32.4,1,100
93032,32.42,0,300
93032,32.4,1,1000
93033,32.36,1,100
93033,32.36,1,400
93033,32.23,1,200
93033,32.23,1,800
93033,32.22,1,1000
93033,32.22,1,200
93033,32.4,0,1000
93033,32.22,1,200
93033,32.21,1,700
93033,32.2,1,300
93035,32.21,1,500
93035,32.2,1,500
93035,32.4,0,100
93037,32.4,0,400
93037,32.4,0,500
93037,32.4,0,200
93037,32.4,0,1900
93038,32.42,0,100
93039,32.4,1,100
93039,32.4,0,100
93040,32.4,0,300
93040,32.42,0,900
93041,32.42,0,9000
93042,32.4,1,1000
93042,32.4,1,2000
93042,32.25,1,100
93043,32.35,0,300
93044,32.25,1,200
93044,32.35,0,300
93044,32.44,0,200
93044,32.4,0,100
93044,32.4,0,100
93045,32.42,1,200
93045,32.4,1,400
93048,32.42,1,200
93048,32.42,1,300
93048,32.4,1,500
93048,32.4,1,100
93048,32.4,0,400
93052,32.44,0,300
93053,32.45,1,200
93055,32.45,1,100
93055,32.44,1,300
93055,32.42,1,500
93055,32.42,1,200
93055,32.42,1,200
93055,32.42,1,100
93055,32.4,1,400
93055,32.4,1,200
93055,32.4,1,8300
93055,32.4,1,300
93055,32.4,1,1700
93056,32.4,1,500
93056,32.42,0,100
93056,32.44,1,400
93056,32.4,1,600
93058,32.49,0,1000
93058,32.49,0,2200
93059,32.44,1,100
93100,32.44,1,500
93100,32.44,1,500
93102,32.44,1,2500
93102,32.44,1,2700
93105,32.47,1,100
93105,32.44,1,200
93105,32.45,0,100
93106,32.45,0,300
93106,32.44,1,3000
93107,32.45,0,300
93107,32.45,0,100
93108,32.45,0,100
93108,32.44,1,100
93108,32.45,0,100
93109,32.45,0,400
93109,32.49,0,1100
93109,32.49,0,400
93109,32.47,0,100
93109,32.47,0,300
93110,32.46,1,500
93110,32.44,1,1500
93110,32.44,1,500
93110,32.44,1,500
93110,32.44,1,700
93110,32.44,1,100
93110,32.44,1,200
93110,32.44,1,300
93110,32.42,1,1200
93110,32.42,1,800
93110,32.42,1,4500
93110,32.42,1,400
93110,32.42,1,400
93110,32.46,0,200
93110,32.47,0,600
93110,32.49,0,2200
93110,32.44,1,100
93110,32.42,1,600
93110,32.42,1,500
93110,32.41,1,300
93110,32.4,1,600
93110,32.4,1,500
93110,32.4,1,100
93110,32.4,1,200
93110,32.4,1,1000
93110,32.4,1,500
93110,32.4,0,100
93111,32.4,0,200
93111,32.4,0,1000
93111,32.4,0,500
93112,32.4,0,100
93112,32.4,0,500
93113,32.4,0,500
93113,32.4,0,200
93113,32.4,0,300
93114,32.39,1,1000
93115,32.4,0,100
93115,32.44,0,2000
93115,32.44,0,200
93116,32.44,0,1000
93116,32.38,1,200
93116,32.36,1,100
93116,32.35,1,200
93116,32.35,1,100
93116,32.35,1,400
93117,32.44,0,500
93117,32.44,0,300
93117,32.44,0,500
93120,32.42,1,100
93120,32.44,0,500
93120,32.44,0,400
93121,32.42,1,100
93122,32.4,1,100
93123,32.42,0,100
93123,32.44,0,2000
93123,32.44,0,1000
93124,32.42,0,100
93124,32.44,0,400
93125,32.44,0,200
93126,32.44,0,900
93126,32.44,0,200
93126,32.44,0,100
93126,32.44,0,300
93126,32.44,0,2000
93127,32.44,0,200
93128,32.44,0,100
93129,32.44,0,600
93129,32.44,0,200
93130,32.44,0,400
93130,32.44,0,200
93131,32.43,1,400
93131,32.44,0,500
93131,32.44,0,1000
93132,32.44,0,300
93132,32.43,1,100
93132,32.42,1,100
93132,32.42,0,200
93132,32.4,1,600
93133,32.42,0,200
93134,32.44,0,100
93135,32.44,0,4200
93135,32.44,0,600
93135,32.44,0,300
93136,32.42,1,200
93136,32.42,0,300
93137,32.44,0,500
93137,32.41,1,100
93138,32.44,0,500
93138,32.44,0,600
93138,32.44,0,300
93138,32.45,0,2100
93139,32.41,1,300
93139,32.4,1,200
93139,32.42,0,400
93139,32.41,1,500
93139,32.4,1,4200
93139,32.4,1,200
93139,32.4,1,200
93139,32.4,1,300
93139,32.4,1,500
93139,32.4,1,200
93139,32.4,1,100
93139,32.4,1,2300
93139,32.4,1,300
93139,32.4,1,100
93139,32.4,1,200
93139,32.4,1,2400
93139,32.4,1,200
93140,32.4,0,400
93140,32.4,0,200
93141,32.4,0,200
93141,32.4,0,100
93141,32.4,0,2000
93142,32.39,1,200
93142,32.36,0,500
93143,32.36,0,400
93144,32.35,1,100
93144,32.35,1,500
93144,32.3,1,500
93144,32.3,1,300
93144,32.28,1,1000
93144,32.28,1,1000
93144,32.27,1,500
93144,32.27,1,1500
93144,32.36,0,300
93144,32.36,0,300
93144,32.36,0,300
93144,32.4,0,200
93145,32.4,0,300
93145,32.4,0,100
93145,32.4,0,200
93145,32.4,0,200
93145,32.34,0,600
93145,32.34,0,400
93145,32.4,0,100
93146,32.4,0,200
93146,32.4,0,100
93146,32.4,0,100
93147,32.4,0,1800
93147,32.4,0,100
93148,32.4,0,300
93148,32.4,0,100
93149,32.3,1,100
93149,32.39,0,2000
93150,32.4,0,200
93150,32.4,0,400
93151,32.4,0,100
93151,32.4,0,200
93151,32.4,0,200
93152,32.4,0,900
93153,32.4,0,200
93153,32.4,0,200
93153,32.4,0,100
93153,32.4,0,200
93153,32.4,1,100
93154,32.4,0,500
93154,32.4,0,500
93154,32.42,0,3000
93155,32.42,0,1000
93156,32.42,0,3100
93156,32.4,1,200
93156,32.42,0,4700
93158,32.42,0,200
93158,32.4,1,100
93158,32.38,1,200
93158,32.36,1,200
93159,32.35,0,100
93159,32.35,0,1000
93200,32.35,0,100
93200,32.4,0,200
93200,32.36,1,100
93200,32.4,0,300
93200,32.42,0,200
93201,32.4,0,700
93201,32.4,1,300
93201,32.36,1,100
93201,32.3,1,100
93201,32.42,0,1600
93201,32.3,1,100
93202,32.42,0,300
93203,32.42,0,1000
93203,32.41,1,2000
93203,32.4,1,600
93204,32.4,1,100
93204,32.4,1,1000
93204,32.4,1,400
93204,32.4,1,100
93205,32.4,1,1000
93207,32.42,0,100
93208,32.4,1,300
93208,32.42,0,300
93209,32.42,0,600
93210,32.4,1,600
93211,32.4,1,200
93211,32.4,1,100
93213,32.42,0,2000
93213,32.41,1,200
93213,32.4,1,600
93214,32.41,0,400
93214,32.41,1,600
93214,32.4,1,400
93214,32.42,0,300
93214,32.42,0,300
93215,32.4,1,1300
93215,32.4,1,500
93215,32.4,1,100
93215,32.4,1,200
93215,32.4,1,200
93215,32.4,1,500
93215,32.4,1,100
93215,32.39,1,100
93216,32.4,0,200
93216,32.39,1,100
93216,32.36,1,100
93216,32.36,1,200
93216,32.36,1,400
93217,32.36,1,200
93217,32.4,0,100
93218,32.36,1,400
93218,32.36,1,300
93218,32.36,1,300
93218,32.36,1,500
93218,32.36,1,100
93218,32.36,1,800
93219,32.4,0,500
93220,32.4,0,500
93221,32.4,0,300
93221,32.4,0,100
93221,32.4,0,200
93222,32.4,0,100
93222,32.4,0,200
93222,32.4,0,200
93223,32.4,0,3100
93223,32.4,0,200
93223,32.38,1,200
93223,32.36,1,200
93223,32.36,1,2600
93223,32.4,0,500
93224,32.4,0,400
93224,32.36,1,1500
93224,32.4,0,400
93224,32.4,0,100
93224,32.4,0,500
93225,32.4,0,400
93225,32.4,0,100
93225,32.4,0,300
93225,32.4,0,200
93225,32.4,0,300
93226,32.4,0,600
93228,32.38,0,100
93228,32.38,0,400
93228,32.39,0,300
93228,32.36,1,900
93228,32.36,1,200
93228,32.36,1,900
93228,32.36,0,400
93228,32.39,0,500
93229,32.39,0,100
93230,32.39,0,1300
93230,32.39,0,800
93230,32.4,0,2200
93230,32.4,0,300
93230,32.36,1,600
93230,32.36,0,100
93230,32.4,0,400
93231,32.35,1,500
93231,32.4,0,2000
93231,32.4,0,100
93231,32.4,0,200
93232,32.4,0,500
